Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes
All Precincts - Total	192,261	80,268	503,899	304,940	0	51	32,360	272,529
All Precincts - Election Day	69,564	23,775	101,263	107,004	0	20	13,645	93,339
All Precincts - Vote By Mail	122,697	56,493	402,636	197,936	0	31	18,715	179,190
Precinct 1101 - Vote By Mail	140	62	448	216	0	0	14	202
Precinct 1101 - Election Day	61	18	114	93	0	0	14	79
Precinct 1101	201	80	562	309	0	0	28	281
Precinct 1102 - Vote By Mail	181	161	774	370	0	0	28	342
Precinct 1102 - Election Day	141	45	230	209	0	0	23	186
Precinct 1102	322	206	1,004	579	0	0	51	528
Precinct 1103 - Vote By Mail	215	132	749	373	0	0	26	347
Precinct 1103 - Election Day	117	56	222	194	0	0	21	173
Precinct 1103	332	188	971	567	0	0	47	520
Precinct 1104/1105 - Vote By Mail	217	101	751	343	0	0	25	318
Precinct 1104/1105 - Election Day	107	44	267	169	0	0	18	151
Precinct 1104/1105	324	145	1,018	512	0	0	43	469
Precinct 1106 - Vote By Mail	144	94	598	256	0	0	18	238
Precinct 1106 - Election Day	89	45	173	149	0	0	15	134
Precinct 1106	233	139	771	405	0	0	33	372
Precinct 1107 - Vote By Mail	157	111	612	288	0	0	20	268
Precinct 1107 - Election Day	82	31	139	125	0	0	12	113
Precinct 1107	239	142	751	413	0	0	32	381
Precinct 1108 - Vote By Mail	230	104	725	360	0	0	26	334
Precinct 1108 - Election Day	95	39	198	159	0	0	25	134
Precinct 1108	325	143	923	519	0	0	51	468
Precinct 1109 - Vote By Mail	160	103	653	285	0	0	22	263
Precinct 1109 - Election Day	84	42	169	141	0	0	15	126
Precinct 1109	244	145	822	426	0	0	37	389
Precinct 1111 - Vote By Mail	188	133	849	354	0	0	33	321
Precinct 1111 - Election Day	138	35	197	189	0	0	16	173
Precinct 1111	326	168	1,046	543	0	0	49	494
Precinct 1112 - Vote By Mail	168	90	643	280	0	0	22	258
Precinct 1112 - Election Day	89	21	159	119	0	0	9	110
Precinct 1112	257	111	802	399	0	0	31	368
Precinct 1113 - Vote By Mail	160	104	675	287	0	0	23	264
Precinct 1113 - Election Day	73	15	120	108	0	0	20	88
Precinct 1113	233	119	795	395	0	0	43	352
Precinct 1114 - Vote By Mail	193	109	769	328	0	0	26	302
Precinct 1114 - Election Day	118	26	222	167	0	0	23	144
Precinct 1114	311	135	991	495	0	0	49	446
Precinct 1115 - Vote By Mail	169	101	743	296	0	0	26	270
Precinct 1115 - Election Day	91	22	193	131	0	0	18	113
Precinct 1115	260	123	936	427	0	0	44	383
Precinct 1116 - Vote By Mail	184	99	715	309	0	0	26	283
Precinct 1116 - Election Day	136	42	216	197	0	0	19	178
Precinct 1116	320	141	931	506	0	0	45	461
Precinct 1117 - Vote By Mail	145	91	665	259	0	0	23	236
Precinct 1117 - Election Day	112	22	181	152	0	0	18	134
Precinct 1117	257	113	846	411	0	0	41	370
Precinct 1118 - Vote By Mail	225	119	846	366	0	0	22	344
Precinct 1118 - Election Day	108	38	219	164	0	0	18	146
Precinct 1118	333	157	1,065	530	0	0	40	490
Precinct 1119 - Vote By Mail	184	99	659	305	0	0	22	283
Precinct 1119 - Election Day	84	21	138	117	0	0	12	105
Precinct 1119	268	120	797	422	0	0	34	388
Precinct 1121 - Vote By Mail	132	108	556	269	0	0	29	240
Precinct 1121 - Election Day	70	41	149	123	0	0	12	111
Precinct 1121	202	149	705	392	0	0	41	351
Precinct 1122 - Vote By Mail	108	114	519	247	0	1	24	222
Precinct 1122 - Election Day	55	31	118	97	0	0	11	86
Precinct 1122	163	145	637	344	0	1	35	308
Precinct 1123 - Vote By Mail	153	89	730	258	0	0	16	242
Precinct 1123 - Election Day	102	35	208	151	0	1	13	137
Precinct 1123	255	124	938	409	0	1	29	379
Precinct 1124 - Vote By Mail	140	91	631	246	0	0	15	231
Precinct 1124 - Election Day	88	24	198	125	0	0	13	112
Precinct 1124	228	115	829	371	0	0	28	343
Precinct 1125 - Vote By Mail	178	147	919	365	0	0	40	325
Precinct 1125 - Election Day	77	23	178	115	0	0	15	100
Precinct 1125	255	170	1,097	480	0	0	55	425
Precinct 1126 - Vote By Mail	173	108	812	308	0	0	27	281
Precinct 1126 - Election Day	67	37	200	108	0	0	4	104
Precinct 1126	240	145	1,012	416	0	0	31	385
Precinct 1127 - Vote By Mail	151	129	743	296	0	0	16	280
Precinct 1127 - Election Day	101	40	222	148	0	0	7	141
Precinct 1127	252	169	965	444	0	0	23	421
Precinct 1128 - Vote By Mail	142	122	734	287	0	0	23	264
Precinct 1128 - Election Day	62	30	145	108	0	0	16	92
Precinct 1128	204	152	879	395	0	0	39	356
Precinct 1129 - Vote By Mail	173	112	790	314	0	0	29	285
Precinct 1129 - Election Day	82	41	246	146	0	0	23	123
Precinct 1129	255	153	1,036	460	0	0	52	408
Precinct 1131 - Vote By Mail	134	114	694	280	0	0	32	248
Precinct 1131 - Election Day	68	30	166	111	0	0	13	98
Precinct 1131	202	144	860	391	0	0	45	346
Precinct 1132 - Vote By Mail	209	135	838	370	0	0	26	344
Precinct 1132 - Election Day	68	23	194	103	0	0	12	91
Precinct 1132	277	158	1,032	473	0	0	38	435
Precinct 1133 - Vote By Mail	193	128	716	336	0	0	15	321
Precinct 1133 - Election Day	66	38	159	113	0	0	9	104
Precinct 1133	259	166	875	449	0	0	24	425
Precinct 1134 - Vote By Mail	138	134	585	293	0	0	21	272
Precinct 1134 - Election Day	77	35	182	127	0	0	15	112
Precinct 1134	215	169	767	420	0	0	36	384
Precinct 1135 - Vote By Mail	114	93	465	220	0	0	13	207
Precinct 1135 - Election Day	38	19	91	61	0	0	4	57
