Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes
All Precincts - Total	181,638	53,572	481,991	253,583	-56	212	18,217	235,210
All Precincts - Election Day	66,347	16,679	481,991	89,756	-87	85	6,732	83,026
All Precincts - Vote By Mail	115,291	36,893	481,991	163,827	31	127	11,485	152,184
Precinct 1101 - Election Day	65	15	544	83	-1	0	4	80
Precinct 1101 - Vote By Mail	137	50	544	198	1	0	10	187
Precinct 1102 - Election Day	135	43	964	188	1	0	9	178
Precinct 1102 - Vote By Mail	213	105	964	337	-2	0	21	318
Precinct 1103 - Election Day	119	38	914	163	0	1	5	157
Precinct 1103 - Vote By Mail	233	96	914	348	0	1	18	329
Precinct 1104/1105 - Election Day	114	37	953	167	0	0	16	151
Precinct 1104/1105 - Vote By Mail	220	54	953	292	1	0	17	274
Precinct 1106 - Election Day	78	33	740	113	0	0	2	111
Precinct 1106 - Vote By Mail	148	68	740	231	-1	1	15	216
Precinct 1107 - Election Day	67	23	721	101	0	0	11	90
Precinct 1107 - Vote By Mail	145	79	721	240	1	0	15	224
Precinct 1108 - Election Day	107	28	882	156	0	0	21	135
Precinct 1108 - Vote By Mail	222	82	882	328	1	0	23	304
Precinct 1109 - Election Day	90	26	758	124	-3	1	10	116
Precinct 1109 - Vote By Mail	152	86	758	265	3	0	24	238
Precinct 1111 - Election Day	90	29	938	132	-2	0	15	119
Precinct 1111 - Vote By Mail	197	100	938	330	5	0	28	297
Precinct 1112 - Election Day	67	20	702	96	2	1	6	87
Precinct 1112 - Vote By Mail	134	65	702	221	0	0	22	199
Precinct 1113 - Election Day	60	16	701	82	-1	0	7	76
Precinct 1113 - Vote By Mail	169	81	701	272	0	0	22	250
Precinct 1114 - Election Day	102	23	915	139	0	0	14	125
Precinct 1114 - Vote By Mail	198	66	915	280	1	0	15	264
Precinct 1115 - Election Day	74	14	835	97	0	0	9	88
Precinct 1115 - Vote By Mail	166	83	835	279	-1	1	30	249
Precinct 1116 - Election Day	88	34	842	141	-1	0	20	122
Precinct 1116 - Vote By Mail	178	67	842	275	0	0	30	245
Precinct 1117 - Election Day	91	30	827	138	-1	0	18	121
Precinct 1117 - Vote By Mail	156	70	827	240	0	0	14	226
Precinct 1118 - Election Day	108	31	974	158	2	1	16	139
Precinct 1118 - Vote By Mail	206	95	974	335	2	0	32	301
Precinct 1119 - Election Day	73	16	745	97	-1	0	9	89
Precinct 1119 - Vote By Mail	186	73	745	274	-1	0	16	259
Precinct 1121 - Election Day	51	43	653	104	0	1	9	94
Precinct 1121 - Vote By Mail	128	71	653	221	1	0	21	199
Precinct 1122 - Election Day	50	12	607	69	0	0	7	62
Precinct 1122 - Vote By Mail	121	73	607	213	-1	0	20	194
Precinct 1123 - Election Day	79	29	876	118	-1	0	11	108
Precinct 1123 - Vote By Mail	162	81	876	254	-2	1	12	243
Precinct 1124 - Election Day	75	19	773	109	0	0	15	94
Precinct 1124 - Vote By Mail	126	59	773	200	-1	1	15	185
Precinct 1125 - Election Day	57	17	987	80	-2	0	8	74
Precinct 1125 - Vote By Mail	208	93	987	329	-4	0	32	301
Precinct 1126 - Election Day	68	16	900	92	-1	0	9	84
Precinct 1126 - Vote By Mail	195	69	900	292	-1	0	29	264
Precinct 1127 - Election Day	93	37	875	141	-1	1	11	130
Precinct 1127 - Vote By Mail	167	97	875	277	-1	0	14	264
Precinct 1128 - Election Day	70	31	813	104	0	0	3	101
Precinct 1128 - Vote By Mail	132	97	813	246	-1	0	18	229
Precinct 1129 - Election Day	85	23	924	120	0	0	12	108
Precinct 1129 - Vote By Mail	171	83	924	274	2	0	18	254
Precinct 1131 - Election Day	62	15	783	85	0	0	8	77
Precinct 1131 - Vote By Mail	168	94	783	288	0	0	26	262
Precinct 1132 - Election Day	72	30	910	112	0	0	10	102
Precinct 1132 - Vote By Mail	206	98	910	324	-3	0	23	304
Precinct 1133 - Election Day	66	25	826	99	0	0	8	91
Precinct 1133 - Vote By Mail	189	90	826	292	-2	0	15	279
Precinct 1134 - Election Day	93	22	727	126	0	0	11	115
Precinct 1134 - Vote By Mail	149	73	727	241	-1	0	20	222
Precinct 1135 - Election Day	52	12	511	71	-1	0	8	64
Precinct 1135 - Vote By Mail	141	55	511	217	2	0	19	196
Precinct 1136 - Election Day	59	29	807	97	0	0	9	88
Precinct 1136 - Vote By Mail	174	90	807	287	1	1	21	264
Precinct 1141 - Election Day	100	32	998	149	1	0	16	132
Precinct 1141 - Vote By Mail	257	87	998	368	0	0	24	344
Precinct 1142 - Election Day	87	23	822	120	0	0	10	110
Precinct 1142 - Vote By Mail	181	67	822	266	0	0	18	248
Precinct 1143 - Election Day	119	17	989	147	1	0	10	136
Precinct 1143 - Vote By Mail	216	69	989	311	2	0	24	285
Precinct 1144 - Election Day	105	38	870	148	-2	0	7	143
Precinct 1144 - Vote By Mail	169	76	870	264	-1	0	20	245
Precinct 1145 - Election Day	95	26	879	136	1	0	14	121
Precinct 1145 - Vote By Mail	238	110	879	370	-2	0	24	348
Precinct 1146 - Election Day	96	21	971	124	0	0	7	117
Precinct 1146 - Vote By Mail	238	70	971	326	-1	0	19	308
Precinct 1147 - Election Day	124	26	853	166	2	0	14	150
Precinct 1147 - Vote By Mail	205	58	853	279	1	0	15	263
Precinct 1148 - Election Day	75	35	918	121	0	0	11	110
Precinct 1148 - Vote By Mail	183	108	918	314	0	1	22	291
Precinct 1149 - Election Day	113	29	873	148	-2	0	8	142
Precinct 1149 - Vote By Mail	196	67	873	285	1	0	21	263
Precinct 1152 - Election Day	82	37	838	125	-2	0	8	119
Precinct 1152 - Vote By Mail	183	79	838	286	0	0	24	262
Precinct 1153 - Election Day	85	42	909	139	0	0	12	127
Precinct 1153 - Vote By Mail	216	75	909	306	2	0	13	291
Precinct 7001 - Election Day	96	19	735	119	-1	1	4	115
Precinct 7001 - Vote By Mail	200	49	735	266	2	0	15	249
Precinct 7002 - Election Day	112	13	641	132	0	0	7	125
Precinct 7002 - Vote By Mail	136	27	641	173	1	0	9	163
Precinct 7003 - Election Day	155	23	864	188	0	0	10	178
Precinct 7003 - Vote By Mail	257	63	864	340	0	2	18	320
Precinct 7004 - Election Day	134	30	835	175	0	0	11	164
Precinct 7004 - Vote By Mail	249	51	835	306	-1	1	6	300
Precinct 7005 - Election Day	148	17	812	180	1	0	14	165
Precinct 7005 - Vote By Mail	243	43	812	295	1	0	8	286
Precinct 7006 - Election Day	172	26	884	213	1	0	14	198
Precinct 7006 - Vote By Mail	221	54	884	290	-2	0	17	275
Precinct 7007 - Election Day	188	39	916	233	-2	0	8	227
Precinct 7007 - Vote By Mail	256	53	916	323	-1	0	15	309
Precinct 7008 - Election Day	154	26	861	187	0	0	7	180
Precinct 7008 - Vote By Mail	270	54	861	345	1	1	19	324
Precinct 7009 - Election Day	95	29	864	133	-1	0	10	124
Precinct 7009 - Vote By Mail	238	59	864	312	-1	0	16	297
Precinct 7011 - Election Day	112	15	976	141	0	0	14	127
Precinct 7011 - Vote By Mail	154	40	976	205	0	0	11	194
Precinct 7012 - Election Day	167	43	1,061	224	0	0	14	210
Precinct 7012 - Vote By Mail	301	58	1,061	383	1	0	23	359
Precinct 7013 - Election Day	106	20	805	132	0	0	6	126
Precinct 7013 - Vote By Mail	203	39	805	251	-2	0	11	242
Precinct 7014 - Election Day	150	32	1,213	188	-3	0	9	182
Precinct 7014 - Vote By Mail	342	71	1,213	434	-1	0	22	413
Precinct 7015 MB - Vote By Mail	29	3	93	34	1	0	1	32
Precinct 7016 - Election Day	76	16	891	112	0	1	19	92
Precinct 7016 - Vote By Mail	140	62	891	221	-1	0	20	202
Precinct 7017 - Election Day	40	17	734	79	0	0	22	57
Precinct 7017 - Vote By Mail	110	39	734	167	-1	0	19	149
Precinct 7018 - Election Day	58	25	908	88	-2	0	7	83
