Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes
All Precincts - Total	190,743	34,882	481,991	253,583	-56	234	27,780	225,625
All Precincts - Election Day	66,495	12,737	481,991	89,756	-87	83	10,528	79,232
All Precincts - Vote By Mail	124,248	22,145	481,991	163,827	31	151	17,252	146,393
Precinct 1101 - Election Day	61	11	544	83	-1	0	12	72
Precinct 1101 - Vote By Mail	148	37	544	198	1	0	12	185
Precinct 1102 - Election Day	137	32	964	188	1	0	18	169
Precinct 1102 - Vote By Mail	246	66	964	337	-2	0	27	312
Precinct 1103 - Election Day	124	25	914	163	0	0	14	149
Precinct 1103 - Vote By Mail	259	62	914	348	0	0	27	321
Precinct 1104/1105 - Election Day	113	32	953	167	0	0	22	145
Precinct 1104/1105 - Vote By Mail	223	37	953	292	1	1	30	260
Precinct 1106 - Election Day	87	16	740	113	0	0	10	103
Precinct 1106 - Vote By Mail	167	44	740	231	-1	1	20	211
Precinct 1107 - Election Day	72	20	721	101	0	0	9	92
Precinct 1107 - Vote By Mail	163	45	721	240	1	0	31	208
Precinct 1108 - Election Day	110	17	882	156	0	0	29	127
Precinct 1108 - Vote By Mail	235	51	882	328	1	0	41	286
Precinct 1109 - Election Day	92	19	758	124	-3	0	16	111
Precinct 1109 - Vote By Mail	185	43	758	265	3	0	34	228
Precinct 1111 - Election Day	101	17	938	132	-2	0	16	118
Precinct 1111 - Vote By Mail	254	39	938	330	5	1	31	293
Precinct 1112 - Election Day	69	13	702	96	2	0	12	82
Precinct 1112 - Vote By Mail	160	33	702	221	0	0	28	193
Precinct 1113 - Election Day	56	13	701	82	-1	1	13	69
Precinct 1113 - Vote By Mail	190	41	701	272	0	0	41	231
Precinct 1114 - Election Day	106	16	915	139	0	0	17	122
Precinct 1114 - Vote By Mail	217	40	915	280	1	0	22	257
Precinct 1115 - Election Day	73	9	835	97	0	0	15	82
Precinct 1115 - Vote By Mail	197	47	835	279	-1	0	36	244
Precinct 1116 - Election Day	89	18	842	141	-1	0	35	107
Precinct 1116 - Vote By Mail	199	39	842	275	0	0	37	238
Precinct 1117 - Election Day	94	26	827	138	-1	0	19	120
Precinct 1117 - Vote By Mail	179	38	827	240	0	0	23	217
Precinct 1118 - Election Day	112	25	974	158	2	0	19	137
Precinct 1118 - Vote By Mail	243	48	974	335	2	0	42	291
Precinct 1119 - Election Day	69	21	745	97	-1	0	8	90
Precinct 1119 - Vote By Mail	198	50	745	274	-1	0	27	248
Precinct 1121 - Election Day	73	19	653	104	0	0	12	92
Precinct 1121 - Vote By Mail	149	43	653	221	1	0	28	192
Precinct 1122 - Election Day	44	9	607	69	0	0	16	53
Precinct 1122 - Vote By Mail	142	40	607	213	-1	0	32	182
Precinct 1123 - Election Day	77	25	876	118	-1	0	17	102
Precinct 1123 - Vote By Mail	192	44	876	254	-2	0	20	236
Precinct 1124 - Election Day	72	18	773	109	0	0	19	90
Precinct 1124 - Vote By Mail	139	38	773	200	-1	0	24	177
Precinct 1125 - Election Day	55	16	987	80	-2	0	11	71
Precinct 1125 - Vote By Mail	233	51	987	329	-4	0	49	284
Precinct 1126 - Election Day	64	17	900	92	-1	0	12	81
Precinct 1126 - Vote By Mail	211	49	900	292	-1	0	33	260
Precinct 1127 - Election Day	103	26	875	141	-1	0	13	129
Precinct 1127 - Vote By Mail	215	35	875	277	-1	0	28	250
Precinct 1128 - Election Day	74	18	813	104	0	0	12	92
Precinct 1128 - Vote By Mail	165	45	813	246	-1	0	37	210
Precinct 1129 - Election Day	81	24	924	120	0	0	15	105
Precinct 1129 - Vote By Mail	195	46	924	274	2	0	31	241
Precinct 1131 - Election Day	66	12	783	85	0	0	7	78
Precinct 1131 - Vote By Mail	194	53	783	288	0	0	41	247
Precinct 1132 - Election Day	85	10	910	112	0	1	16	95
Precinct 1132 - Vote By Mail	240	40	910	324	-3	1	46	280
Precinct 1133 - Election Day	75	11	826	99	0	0	13	86
Precinct 1133 - Vote By Mail	222	39	826	292	-2	0	33	261
Precinct 1134 - Election Day	96	17	727	126	0	0	13	113
Precinct 1134 - Vote By Mail	165	49	727	241	-1	1	27	214
Precinct 1135 - Election Day	58	7	511	71	-1	0	7	65
Precinct 1135 - Vote By Mail	139	45	511	217	2	0	31	184
Precinct 1136 - Election Day	66	18	807	97	0	0	13	84
Precinct 1136 - Vote By Mail	217	37	807	287	1	0	32	254
Precinct 1141 - Election Day	103	28	998	149	1	0	17	131
Precinct 1141 - Vote By Mail	278	56	998	368	0	0	34	334
Precinct 1142 - Election Day	87	22	822	120	0	0	11	109
Precinct 1142 - Vote By Mail	203	35	822	266	0	0	28	238
Precinct 1143 - Election Day	116	18	989	147	1	0	12	134
Precinct 1143 - Vote By Mail	223	48	989	311	2	0	38	271
Precinct 1144 - Election Day	114	28	870	148	-2	0	8	142
Precinct 1144 - Vote By Mail	197	33	870	264	-1	0	35	230
Precinct 1145 - Election Day	97	15	879	136	1	0	23	112
Precinct 1145 - Vote By Mail	280	67	879	370	-2	0	25	347
Precinct 1146 - Election Day	90	19	971	124	0	0	15	109
Precinct 1146 - Vote By Mail	241	46	971	326	-1	0	40	287
Precinct 1147 - Election Day	121	23	853	166	2	1	19	144
Precinct 1147 - Vote By Mail	204	44	853	279	1	0	30	248
Precinct 1148 - Election Day	85	21	918	121	0	0	15	106
Precinct 1148 - Vote By Mail	228	48	918	314	0	0	38	276
Precinct 1149 - Election Day	110	25	873	148	-2	0	15	135
Precinct 1149 - Vote By Mail	205	46	873	285	1	0	33	251
Precinct 1152 - Election Day	97	20	838	125	-2	0	10	117
Precinct 1152 - Vote By Mail	203	54	838	286	0	2	27	257
Precinct 1153 - Election Day	91	21	909	139	0	0	27	112
Precinct 1153 - Vote By Mail	226	46	909	306	2	0	32	272
Precinct 7001 - Election Day	96	17	735	119	-1	0	7	113
Precinct 7001 - Vote By Mail	191	40	735	266	2	0	33	231
Precinct 7002 - Election Day	108	10	641	132	0	0	14	118
Precinct 7002 - Vote By Mail	137	23	641	173	1	0	12	160
Precinct 7003 - Election Day	150	23	864	188	0	1	14	173
Precinct 7003 - Vote By Mail	269	42	864	340	0	0	29	311
Precinct 7004 - Election Day	129	26	835	175	0	0	20	155
Precinct 7004 - Vote By Mail	246	34	835	306	-1	0	27	280
Precinct 7005 - Election Day	152	13	812	180	1	0	14	165
Precinct 7005 - Vote By Mail	244	29	812	295	1	0	21	273
Precinct 7006 - Election Day	171	21	884	213	1	0	20	192
Precinct 7006 - Vote By Mail	227	39	884	290	-2	0	26	266
Precinct 7007 - Election Day	179	34	916	233	-2	0	22	213
Precinct 7007 - Vote By Mail	265	35	916	323	-1	0	24	300
Precinct 7008 - Election Day	133	29	861	187	0	0	25	162
Precinct 7008 - Vote By Mail	263	46	861	345	1	0	35	309
Precinct 7009 - Election Day	101	17	864	133	-1	0	16	118
Precinct 7009 - Vote By Mail	241	49	864	312	-1	0	23	290
Precinct 7011 - Election Day	105	17	976	141	0	0	19	122
Precinct 7011 - Vote By Mail	154	35	976	205	0	0	16	189
Precinct 7012 - Election Day	170	33	1,061	224	0	1	20	203
Precinct 7012 - Vote By Mail	294	44	1,061	383	1	2	42	338
Precinct 7013 - Election Day	110	8	805	132	0	0	14	118
Precinct 7013 - Vote By Mail	205	31	805	251	-2	0	17	236
Precinct 7014 - Election Day	155	22	1,213	188	-3	0	14	177
Precinct 7014 - Vote By Mail	356	45	1,213	434	-1	0	34	401
Precinct 7015 MB - Vote By Mail	29	2	93	34	1	0	2	31
Precinct 7016 - Election Day	72	20	891	112	0	0	20	92
Precinct 7016 - Vote By Mail	161	24	891	221	-1	0	37	185
Precinct 7017 - Election Day	38	13	734	79	0	0	28	51
Precinct 7017 - Vote By Mail	110	32	734	167	-1	0	26	142
Precinct 7018 - Election Day	68	12	908	88	-2	0	10	80
Precinct 7018 - Vote By Mail	239	57	908	343	2	0	45	296
Precinct 7019 - Election Day	79	16	864	111	2	0	14	95
Precinct 7019 - Vote By Mail	255	48	864	349	-1	1	46	303
Precinct 7021 - Election Day	87	23	927	129	1	0	18	110
Precinct 7021 - Vote By Mail	174	22	927	220	-3	0	27	196
Precinct 7022 - Election Day	102	38	923	164	0	1	23	140
Precinct 7022 - Vote By Mail	179	57	923	270	3	1	30	236
Precinct 7023 - Election Day	87	15	906	131	1	0	28	102
Precinct 7023 - Vote By Mail	221	53	906	301	-4	0	31	274
