Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes
All Precincts	205,510	29,316	500,516	372,848	106	108	137,808	234,826
All Precincts - None	69,377	11,308	500,516	127,886	80	34	47,087	80,685
All Precincts - None	136,133	18,008	500,516	244,962	26	74	90,721	154,141
Precinct 1101 - None	73	13	553	126	0	0	40	86
Precinct 1101 - None	150	30	553	266	0	0	86	180
Precinct 1102 - None	162	29	995	266	0	0	75	191
Precinct 1102 - None	262	60	995	480	0	0	158	322
Precinct 1103 - None	138	21	951	246	1	0	86	159
Precinct 1103 - None	237	42	951	445	0	0	166	279
Precinct 1104/1105 - None	121	44	993	249	0	0	84	165
Precinct 1104/1105 - None	245	44	993	414	0	0	125	289
Precinct 1106 - None	91	24	765	191	0	1	75	115
Precinct 1106 - None	178	40	765	343	0	0	125	218
Precinct 1107 - None	85	18	746	163	0	0	60	103
Precinct 1107 - None	173	37	746	336	0	0	126	210
Precinct 1108 - None	95	22	909	232	0	0	115	117
Precinct 1108 - None	235	40	909	438	0	0	163	275
Precinct 1109 - None	83	23	798	166	0	0	60	106
Precinct 1109 - None	207	31	798	365	0	1	126	238
Precinct 1111 - None	116	25	1,002	205	0	0	64	141
Precinct 1111 - None	257	32	1,002	460	0	0	171	289
Precinct 1112 - None	87	18	769	151	0	0	46	105
Precinct 1112 - None	190	35	769	344	0	0	119	225
Precinct 1113 - None	69	15	746	135	0	0	51	84
Precinct 1113 - None	200	32	746	360	0	0	128	232
Precinct 1114 - None	113	28	957	226	0	0	85	141
Precinct 1114 - None	231	44	957	404	0	0	129	275
Precinct 1115 - None	99	12	895	174	0	0	63	111
Precinct 1115 - None	187	38	895	371	0	0	146	225
Precinct 1116 - None	117	20	895	225	0	1	87	137
Precinct 1116 - None	217	48	895	376	0	0	111	265
Precinct 1117 - None	93	32	858	185	0	0	60	125
Precinct 1117 - None	200	31	858	357	0	0	126	231
Precinct 1118 - None	113	34	1,043	213	0	0	66	147
Precinct 1118 - None	267	47	1,043	476	0	0	162	314
Precinct 1119 - None	74	23	791	165	0	0	68	97
Precinct 1119 - None	217	32	791	386	0	0	137	249
Precinct 1121 - None	76	30	691	160	0	0	54	106
Precinct 1121 - None	153	31	691	313	0	0	129	184
Precinct 1122 - None	55	16	632	110	0	0	39	71
Precinct 1122 - None	158	37	632	310	0	0	115	195
Precinct 1123 - None	105	26	915	179	0	0	48	131
Precinct 1123 - None	181	51	915	364	0	0	132	232
