Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes
All Precincts	190,911	169,527	500,516	372,848	282	224	11,904	360,438
All Precincts - None	72,050	51,487	500,516	127,886	68	61	4,220	123,537
All Precincts - None	118,861	118,040	500,516	244,962	214	163	7,684	236,901
Precinct 1101 - None	70	52	553	126	0	0	4	122
Precinct 1101 - None	135	129	553	266	0	0	2	264
Precinct 1102 - None	145	112	995	266	0	1	8	257
Precinct 1102 - None	205	267	995	480	-2	0	10	472
Precinct 1103 - None	142	98	951	246	1	0	5	240
Precinct 1103 - None	198	238	951	445	-1	2	8	436
Precinct 1104/1105 - None	139	99	993	249	-1	0	12	238
Precinct 1104/1105 - None	223	179	993	414	-2	0	14	402
Precinct 1106 - None	96	88	765	191	0	0	7	184
Precinct 1106 - None	151	183	765	343	-1	1	9	334
Precinct 1107 - None	89	70	746	163	0	0	4	159
Precinct 1107 - None	136	192	746	336	5	0	3	328
Precinct 1108 - None	133	92	909	232	-1	0	8	225
Precinct 1108 - None	209	221	909	438	-1	0	9	430
Precinct 1109 - None	87	76	798	166	0	0	3	163
Precinct 1109 - None	153	204	798	365	-2	0	10	357
Precinct 1111 - None	111	87	1,002	205	0	0	7	198
Precinct 1111 - None	218	223	1,002	460	-3	0	22	441
Precinct 1112 - None	92	50	769	151	2	0	7	142
Precinct 1112 - None	172	159	769	344	-1	0	14	331
Precinct 1113 - None	80	50	746	135	0	0	5	130
Precinct 1113 - None	160	189	746	360	0	0	11	349
Precinct 1114 - None	134	85	957	226	-2	0	9	219
Precinct 1114 - None	220	174	957	404	0	0	10	394
Precinct 1115 - None	108	63	895	174	0	0	3	171
Precinct 1115 - None	174	189	895	371	-3	0	11	363
Precinct 1116 - None	145	74	895	225	1	0	5	219
Precinct 1116 - None	176	187	895	376	-2	0	15	363
Precinct 1117 - None	100	79	858	185	0	0	6	179
Precinct 1117 - None	186	158	858	357	1	0	12	344
Precinct 1118 - None	132	75	1,043	213	0	0	6	207
Precinct 1118 - None	223	240	1,043	476	-3	0	16	463
Precinct 1119 - None	99	63	791	165	0	0	3	162
Precinct 1119 - None	169	205	791	386	0	1	11	374
Precinct 1121 - None	82	72	691	160	0	0	6	154
Precinct 1121 - None	123	181	691	313	-1	0	10	304
Precinct 1122 - None	47	60	632	110	0	0	3	107
Precinct 1122 - None	128	175	632	310	-1	0	8	303
Precinct 1123 - None	116	59	915	179	0	0	4	175
Precinct 1123 - None	159	197	915	364	-1	0	9	356
Precinct 1124 - None	89	58	819	152	0	0	5	147
Precinct 1124 - None	157	140	819	302	-2	0	7	297
Precinct 1125 - None	79	76	1,047	159	1	0	3	155
Precinct 1125 - None	210	238	1,047	466	0	0	18	448
Precinct 1126 - None	114	74	922	191	0	0	3	188
Precinct 1126 - None	197	194	922	400	-2	0	11	391
Precinct 1127 - None	113	83	920	200	0	0	4	196
Precinct 1127 - None	170	201	920	382	-2	0	13	371
Precinct 1128 - None	86	64	838	154	0	0	4	150
