Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes
Precinct 1119 - None	54	10	771	66	0	0	2	64
Precinct 1119 - None	160	57	771	226	0	0	9	217
Precinct 1119	214	67	771	292	0	0	11	281
Precinct 1122 - None	29	17	638	48	0	0	2	46
Precinct 1122 - None	103	76	638	188	0	0	9	179
Precinct 1122	132	93	638	236	0	0	11	225
Precinct 1124 - None	42	21	812	64	0	0	1	63
Precinct 1124 - None	128	55	812	188	0	0	5	183
Precinct 1124	170	76	812	252	0	0	6	246
Precinct 1125 - None	38	9	1,064	48	0	0	1	47
Precinct 1125 - None	174	92	1,064	271	0	0	5	266
Precinct 1125	212	101	1,064	319	0	0	6	313
Precinct 1126/1121 - None	82	37	1,676	121	0	0	2	119
Precinct 1126/1121 - None	278	151	1,676	442	0	0	13	429
Precinct 1126/1121	360	188	1,676	563	0	0	15	548
Precinct 1127/1128 - None	122	33	1,827	157	0	0	2	155
Precinct 1127/1128 - None	291	169	1,827	488	0	0	28	460
Precinct 1127/1128	413	202	1,827	645	0	0	30	615
Precinct 1129 - None	56	22	1,018	85	0	0	7	78
Precinct 1129 - None	146	95	1,018	253	0	1	11	241
Precinct 1129	202	117	1,018	338	0	1	18	319
Precinct 1131 - None	41	7	836	49	0	0	1	48
Precinct 1131 - None	120	97	836	226	0	0	9	217
Precinct 1131	161	104	836	275	0	0	10	265
Precinct 1132 - None	36	11	1,010	47	0	0	0	47
Precinct 1132 - None	190	110	1,010	312	0	0	12	300
Precinct 1132	226	121	1,010	359	0	0	12	347
Precinct 1133 - None	35	14	857	49	0	0	0	49
Precinct 1133 - None	147	98	857	255	0	0	10	245
Precinct 1133	182	112	857	304	0	0	10	294
Precinct 1134 - None	49	17	762	70	0	0	4	66
Precinct 1134 - None	134	73	762	215	0	0	8	207
Precinct 1134	183	90	762	285	0	0	12	273
Precinct 1135 - None	33	11	554	46	0	0	2	44
Precinct 1135 - None	113	70	554	195	0	0	12	183
Precinct 1135	146	81	554	241	0	0	14	227
Precinct 1136 - None	34	17	847	53	0	0	2	51
Precinct 1136 - None	168	71	847	248	0	0	9	239
Precinct 1136	202	88	847	301	0	0	11	290
Precinct 1141 - None	72	27	1,042	103	0	0	4	99
Precinct 1141 - None	194	99	1,042	306	0	0	13	293
Precinct 1141	266	126	1,042	409	0	0	17	392
Precinct 1143 - None	95	13	1,024	109	0	0	1	108
Precinct 1143 - None	167	74	1,024	254	0	0	13	241
Precinct 1143	262	87	1,024	363	0	0	14	349
Precinct 1144/1142 - None	136	31	1,804	177	0	0	10	167
Precinct 1144/1142 - None	354	141	1,804	514	0	0	19	495
Precinct 1144/1142	490	172	1,804	691	0	0	29	662
Precinct 1145 - None	62	18	894	83	0	0	3	80
Precinct 1145 - None	207	83	894	297	0	1	6	290
Precinct 1145	269	101	894	380	0	1	9	370
Precinct 1146 - None	68	13	1,008	83	0	0	2	81
Precinct 1146 - None	191	66	1,008	275	0	0	18	257
Precinct 1146	259	79	1,008	358	0	0	20	338
Precinct 1147 - None	68	17	868	89	0	0	4	85
Precinct 1147 - None	160	66	868	235	0	0	9	226
Precinct 1147	228	83	868	324	0	0	13	311
Precinct 1148 - None	71	23	1,002	100	0	0	6	94
Precinct 1148 - None	155	101	1,002	269	0	0	13	256
Precinct 1148	226	124	1,002	369	0	0	19	350
Precinct 1149 - None	66	24	911	90	0	0	0	90
Precinct 1149 - None	147	79	911	237	0	0	11	226
Precinct 1149	213	103	911	327	0	0	11	316
Precinct 1151 MB - None	0	0	0	0	0	0	0	0
Precinct 1151 MB - None	0	0	0	0	0	0	0	0
Precinct 1151 MB	0	0	0	0	0	0	0	0
Precinct 1152/1153 - None	102	50	1,815	155	0	0	3	152
Precinct 1152/1153 - None	329	153	1,815	499	0	0	17	482
Precinct 1152/1153	431	203	1,815	654	0	0	20	634
Precinct 1154 MB - None	0	0	0	0	0	0	0	0
Precinct 1154 MB - None	0	0	0	0	0	0	0	0
Precinct 1154 MB	0	0	0	0	0	0	0	0
Precinct 7001 - None	51	8	752	59	0	0	0	59
Precinct 7001 - None	167	59	752	232	0	0	6	226
Precinct 7001	218	67	752	291	0	0	6	285
Precinct 7002 - None	55	5	659	61	0	0	1	60
Precinct 7002 - None	99	48	659	151	0	0	4	147
Precinct 7002	154	53	659	212	0	0	5	207
Precinct 7003/7004 - None	183	44	1,755	233	0	0	6	227
Precinct 7003/7004 - None	468	123	1,755	606	0	2	13	591
Precinct 7003/7004	651	167	1,755	839	0	2	19	818
Precinct 7005 - None	105	17	850	124	0	0	2	122
Precinct 7005 - None	219	56	850	280	0	0	5	275
Precinct 7005	324	73	850	404	0	0	7	397
Precinct 7006 - None	102	31	921	135	0	0	2	133
Precinct 7006 - None	211	47	921	263	0	0	5	258
Precinct 7006	313	78	921	398	0	0	7	391
Precinct 7007/7008 - None	219	43	1,821	269	0	0	7	262
Precinct 7007/7008 - None	432	159	1,821	608	0	0	17	591
Precinct 7007/7008	651	202	1,821	877	0	0	24	853
Precinct 7009 - None	55	15	874	74	0	0	4	70
Precinct 7009 - None	268	41	874	317	0	0	8	309
Precinct 7009	323	56	874	391	0	0	12	379
Precinct 7011 - None	72	10	951	87	0	0	5	82
Precinct 7011 - None	139	27	951	168	0	0	2	166
Precinct 7011	211	37	951	255	0	0	7	248
Precinct 7012 - None	120	27	1,165	149	0	0	2	147
Precinct 7012 - None	290	69	1,165	366	0	0	7	359
Precinct 7012	410	96	1,165	515	0	0	9	506
Precinct 7013 - None	79	11	1,033	93	0	0	3	90
Precinct 7013 - None	230	44	1,033	283	0	0	9	274
Precinct 7013	309	55	1,033	376	0	0	12	364
Precinct 7014/7056 - None	116	19	1,388	136	0	0	1	135
Precinct 7014/7056 - None	320	84	1,388	417	0	1	12	404
Precinct 7014/7056	436	103	1,388	553	0	1	13	539
Precinct 7015 MB - None	1	0	104	1	0	0	0	1
Precinct 7015 MB - None	22	3	104	25	0	0	0	25
Precinct 7015 MB	23	3	104	26	0	0	0	26
Precinct 7016 - None	64	10	912	75	0	0	1	74
Precinct 7016 - None	110	55	912	174	0	0	9	165
Precinct 7016	174	65	912	249	0	0	10	239
Precinct 7017 - None	42	3	781	50	0	0	5	45
Precinct 7017 - None	116	18	781	143	0	0	9	134
Precinct 7017	158	21	781	193	0	0	14	179
Precinct 7019/7018 - None	99	19	1,908	121	0	0	3	118
Precinct 7019/7018 - None	386	146	1,908	558	0	0	26	532
Precinct 7019/7018	485	165	1,908	679	0	0	29	650
Precinct 7021 - None	82	9	955	96	0	0	5	91
Precinct 7021 - None	168	36	955	212	0	0	8	204
Precinct 7021	250	45	955	308	0	0	13	295
Precinct 7022 - None	85	6	943	94	0	0	3	91
Precinct 7022 - None	156	47	943	215	0	0	12	203
Precinct 7022	241	53	943	309	0	0	15	294
Precinct 7024 - None	31	5	448	39	0	0	3	36
Precinct 7024 - None	30	3	448	34	0	0	1	33
Precinct 7024	61	8	448	73	0	0	4	69
Precinct 7025 - None	26	7	473	34	0	0	1	33
Precinct 7025 - None	48	10	473	58	0	0	0	58
Precinct 7025	74	17	473	92	0	0	1	91
Precinct 7026 - None	41	13	1,009	56	0	0	2	54
Precinct 7026 - None	199	94	1,009	303	0	0	10	293
Precinct 7026	240	107	1,009	359	0	0	12	347
Precinct 7027 - None	66	17	883	86	0	0	3	83
Precinct 7027 - None	153	69	883	230	0	0	8	222
Precinct 7027	219	86	883	316	0	0	11	305
Precinct 7028 - None	99	12	849	114	0	0	3	111
Precinct 7028 - None	134	31	849	168	0	0	3	165
Precinct 7028	233	43	849	282	0	0	6	276
Precinct 7029/7023 - None	120	18	1,812	146	0	0	8	138
Precinct 7029/7023 - None	299	72	1,812	385	0	0	14	371
Precinct 7029/7023	419	90	1,812	531	0	0	22	509
Precinct 7030 - None	34	19	787	54	0	0	1	53
Precinct 7030 - None	135	91	787	243	0	0	17	226
Precinct 7030	169	110	787	297	0	0	18	279
Precinct 7031 - None	30	7	680	37	0	0	0	37
Precinct 7031 - None	148	54	680	210	0	0	8	202
Precinct 7031	178	61	680	247	0	0	8	239
Precinct 7032 - None	47	19	876	70	0	0	4	66
Precinct 7032 - None	150	57	876	212	0	0	5	207
Precinct 7032	197	76	876	282	0	0	9	273
Precinct 7033 - None	75	10	770	88	0	0	3	85
Precinct 7033 - None	130	29	770	164	0	0	5	159
Precinct 7033	205	39	770	252	0	0	8	244
Precinct 7034 - None	49	9	954	61	0	0	3	58
Precinct 7034 - None	94	18	954	119	0	0	7	112
Precinct 7034	143	27	954	180	0	0	10	170
Precinct 7035 - None	41	3	681	46	0	0	2	44
Precinct 7035 - None	124	50	681	181	0	1	6	174
Precinct 7035	165	53	681	227	0	1	8	218
Precinct 7037/7036 - None	65	11	1,676	80	0	0	4	76
Precinct 7037/7036 - None	180	77	1,676	268	0	0	11	257
Precinct 7037/7036	245	88	1,676	348	0	0	15	333
Precinct 7038 - None	40	7	924	49	0	0	2	47
Precinct 7038 - None	150	86	924	244	0	0	8	236
Precinct 7038	190	93	924	293	0	0	10	283
Precinct 7039 - None	61	22	830	84	0	0	1	83
Precinct 7039 - None	132	56	830	197	0	0	9	188
Precinct 7039	193	78	830	281	0	0	10	271
Precinct 7041 MB - None	0	0	60	0	0	0	0	0
Precinct 7041 MB - None	9	4	60	13	0	0	0	13
Precinct 7041 MB	9	4	60	13	0	0	0	13
Precinct 7042/7046 - None	62	27	1,069	92	0	0	3	89
Precinct 7042/7046 - None	192	58	1,069	266	0	0	16	250
Precinct 7042/7046	254	85	1,069	358	0	0	19	339
Precinct 7043 - None	54	6	961	61	0	0	1	60
Precinct 7043 - None	153	67	961	228	0	0	8	220
Precinct 7043	207	73	961	289	0	0	9	280
Precinct 7044 - None	35	5	844	42	0	0	2	40
Precinct 7044 - None	86	25	844	115	0	0	4	111
Precinct 7044	121	30	844	157	0	0	6	151
Precinct 7045 - None	31	14	783	49	0	0	4	45
Precinct 7045 - None	160	73	783	243	0	0	10	233
Precinct 7045	191	87	783	292	0	0	14	278
Precinct 7047/7051 - None	74	21	1,727	102	0	0	7	95
Precinct 7047/7051 - None	292	194	1,727	509	0	0	23	486
Precinct 7047/7051	366	215	1,727	611	0	0	30	581
Precinct 7048 - None	43	9	870	53	0	0	1	52
Precinct 7048 - None	147	55	870	209	0	0	7	202
Precinct 7048	190	64	870	262	0	0	8	254
Precinct 7049 - None	47	18	815	68	0	0	3	65
Precinct 7049 - None	89	101	815	200	0	0	10	190
Precinct 7049	136	119	815	268	0	0	13	255
Precinct 7052 - None	63	22	878	87	0	0	2	85
Precinct 7052 - None	161	77	878	247	0	0	9	238
Precinct 7052	224	99	878	334	0	0	11	323
Precinct 7053 - None	29	9	568	38	0	0	0	38
Precinct 7053 - None	100	38	568	146	0	0	8	138
Precinct 7053	129	47	568	184	0	0	8	176
Precinct 7054 - None	67	15	1,111	87	0	0	5	82
Precinct 7054 - None	191	47	1,111	243	0	0	5	238
Precinct 7054	258	62	1,111	330	0	0	10	320
Precinct 7055 - None	32	4	799	37	0	0	1	36
Precinct 7055 - None	165	55	799	228	0	0	8	220
Precinct 7055	197	59	799	265	0	0	9	256
Precinct 7101 MB - None	1	0	152	1	0	0	0	1
Precinct 7101 MB - None	69	7	152	77	0	1	0	76
Precinct 7101 MB	70	7	152	78	0	1	0	77
Precinct 7202/7201 - None	113	41	1,747	156	0	0	2	154
Precinct 7202/7201 - None	336	131	1,747	485	0	0	18	467
Precinct 7202/7201	449	172	1,747	641	0	0	20	621
Precinct 7203 - None	85	14	867	103	0	0	4	99
Precinct 7203 - None	137	55	867	203	0	0	11	192
Precinct 7203	222	69	867	306	0	0	15	291
Precinct 7204 - None	70	24	890	100	0	0	6	94
Precinct 7204 - None	220	68	890	296	0	0	8	288
Precinct 7204	290	92	890	396	0	0	14	382
Precinct 7205 - None	78	27	862	108	0	0	3	105
Precinct 7205 - None	181	73	862	269	0	0	15	254
Precinct 7205	259	100	862	377	0	0	18	359
Precinct 7207/7209 - None	107	17	1,483	126	0	0	2	124
Precinct 7207/7209 - None	415	115	1,483	552	0	1	21	530
Precinct 7207/7209	522	132	1,483	678	0	1	23	654
Precinct 7208 - None	39	5	560	48	0	0	4	44
Precinct 7208 - None	109	43	560	159	0	0	7	152
Precinct 7208	148	48	560	207	0	0	11	196
Precinct 7301/7304 - None	151	39	1,993	200	0	0	10	190
Precinct 7301/7304 - None	400	139	1,993	554	0	0	15	539
Precinct 7301/7304	551	178	1,993	754	0	0	25	729
Precinct 7302 - None	67	24	838	98	0	0	7	91
Precinct 7302 - None	225	73	838	312	0	0	14	298
Precinct 7302	292	97	838	410	0	0	21	389
Precinct 7305/7307 - None	169	49	1,633	223	0	1	4	218
Precinct 7305/7307 - None	324	144	1,633	493	0	2	23	468
Precinct 7305/7307	493	193	1,633	716	0	3	27	686
Precinct 7306/7303 - None	157	41	2,083	208	0	0	10	198
Precinct 7306/7303 - None	374	133	2,083	532	0	0	25	507
Precinct 7306/7303	531	174	2,083	740	0	0	35	705
Precinct 7308 - None	72	21	614	98	0	0	5	93
Precinct 7308 - None	133	40	614	180	0	0	7	173
Precinct 7308	205	61	614	278	0	0	12	266
Precinct 7311 - None	102	18	866	124	0	0	4	120
Precinct 7311 - None	186	54	866	247	0	0	7	240
Precinct 7311	288	72	866	371	0	0	11	360
Precinct 7312 - None	63	24	801	91	0	0	4	87
Precinct 7312 - None	207	56	801	289	0	0	26	263
Precinct 7312	270	80	801	380	0	0	30	350
Precinct 7314/7313 - None	107	25	1,749	142	0	0	10	132
Precinct 7314/7313 - None	362	92	1,749	501	0	0	47	454
Precinct 7314/7313	469	117	1,749	643	0	0	57	586
Precinct 7315/7316 - None	140	30	1,584	175	0	0	5	170
Precinct 7315/7316 - None	266	77	1,584	360	0	0	17	343
Precinct 7315/7316	406	107	1,584	535	0	0	22	513
Precinct 7317 - None	64	15	875	83	0	0	4	79
Precinct 7317 - None	200	83	875	301	0	1	17	283
Precinct 7317	264	98	875	384	0	1	21	362
Precinct 7318/7309 - None	103	35	1,567	142	0	0	4	138
Precinct 7318/7309 - None	310	94	1,567	433	0	0	29	404
Precinct 7318/7309	413	129	1,567	575	0	0	33	542
Precinct 7321/7322 - None	61	21	1,533	86	0	0	4	82
Precinct 7321/7322 - None	331	99	1,533	456	0	0	26	430
Precinct 7321/7322	392	120	1,533	542	0	0	30	512
Precinct 7323/7319 - None	141	40	1,967	190	0	0	9	181
Precinct 7323/7319 - None	350	126	1,967	498	0	0	22	476
Precinct 7323/7319	491	166	1,967	688	0	0	31	657
Precinct 7325/7324 - None	105	34	1,588	145	0	0	6	139
Precinct 7325/7324 - None	309	101	1,588	427	0	0	17	410
Precinct 7325/7324	414	135	1,588	572	0	0	23	549
Precinct 7326/7337 - None	120	35	1,709	164	0	0	9	155
Precinct 7326/7337 - None	375	128	1,709	527	0	0	24	503
Precinct 7326/7337	495	163	1,709	691	0	0	33	658
Precinct 7327 - None	28	8	668	40	0	0	4	36
Precinct 7327 - None	158	45	668	217	0	0	14	203
Precinct 7327	186	53	668	257	0	0	18	239
Precinct 7328 - None	31	7	985	42	0	0	4	38
Precinct 7328 - None	265	37	985	328	0	0	26	302
Precinct 7328	296	44	985	370	0	0	30	340
Precinct 7329 - None	40	9	638	52	0	0	3	49
Precinct 7329 - None	136	48	638	196	0	0	12	184
Precinct 7329	176	57	638	248	0	0	15	233
Precinct 7331 - None	76	36	850	113	0	0	1	112
Precinct 7331 - None	216	74	850	302	0	0	12	290
Precinct 7331	292	110	850	415	0	0	13	402
Precinct 7332/7334 - None	157	22	1,601	185	0	0	6	179
Precinct 7332/7334 - None	348	81	1,601	441	0	0	12	429
Precinct 7332/7334	505	103	1,601	626	0	0	18	608
Precinct 7333/7335 - None	149	31	1,930	190	0	0	10	180
Precinct 7333/7335 - None	396	125	1,930	541	0	0	20	521
Precinct 7333/7335	545	156	1,930	731	0	0	30	701
Precinct 7336/7345 - None	167	41	2,021	214	0	0	6	208
Precinct 7336/7345 - None	418	127	2,021	559	0	0	14	545
Precinct 7336/7345	585	168	2,021	773	0	0	20	753
Precinct 7338/7349 - None	110	28	1,783	150	0	0	12	138
Precinct 7338/7349 - None	393	118	1,783	543	0	0	32	511
Precinct 7338/7349	503	146	1,783	693	0	0	44	649
Precinct 7339/7341 - None	131	22	1,588	158	0	0	5	153
Precinct 7339/7341 - None	312	80	1,588	412	0	0	20	392
Precinct 7339/7341	443	102	1,588	570	0	0	25	545
Precinct 7342 - None	125	29	909	158	0	0	4	154
Precinct 7342 - None	183	40	909	234	0	0	11	223
Precinct 7342	308	69	909	392	0	0	15	377
Precinct 7343 - None	72	15	706	89	0	0	2	87
Precinct 7343 - None	119	21	706	144	0	0	4	140
Precinct 7343	191	36	706	233	0	0	6	227
Precinct 7344 - None	94	16	1,052	113	0	0	3	110
Precinct 7344 - None	212	71	1,052	290	0	0	7	283
Precinct 7344	306	87	1,052	403	0	0	10	393
Precinct 7346 - None	76	11	879	88	0	0	1	87
Precinct 7346 - None	134	27	879	170	0	0	9	161
Precinct 7346	210	38	879	258	0	0	10	248
Precinct 7348/7347 - None	123	22	1,826	152	0	0	7	145
Precinct 7348/7347 - None	353	64	1,826	433	0	0	16	417
Precinct 7348/7347	476	86	1,826	585	0	0	23	562
Precinct 7502 - None	51	18	779	70	0	0	1	69
Precinct 7502 - None	179	55	779	247	0	0	13	234
Precinct 7502	230	73	779	317	0	0	14	303
Precinct 7503 - None	63	14	725	79	0	0	2	77
Precinct 7503 - None	160	38	725	204	0	0	6	198
Precinct 7503	223	52	725	283	0	0	8	275
Precinct 7504/7501 - None	97	17	1,019	121	0	0	7	114
Precinct 7504/7501 - None	221	77	1,019	308	0	0	10	298
Precinct 7504/7501	318	94	1,019	429	0	0	17	412
Precinct 7505 - None	87	9	851	101	0	0	5	96
Precinct 7505 - None	280	63	851	363	0	0	20	343
Precinct 7505	367	72	851	464	0	0	25	439
Precinct 7506/7507 - None	158	18	1,913	188	0	1	11	176
Precinct 7506/7507 - None	407	90	1,913	516	0	0	19	497
Precinct 7506/7507	565	108	1,913	704	0	1	30	673
Precinct 7508 - None	75	17	720	96	0	0	4	92
Precinct 7508 - None	221	51	720	288	0	0	16	272
Precinct 7508	296	68	720	384	0	0	20	364
Precinct 7509/7511 - None	106	16	914	128	0	0	6	122
Precinct 7509/7511 - None	216	61	914	287	0	0	10	277
Precinct 7509/7511	322	77	914	415	0	0	16	399
Precinct 7512 - None	57	17	588	78	0	0	4	74
Precinct 7512 - None	162	37	588	208	0	0	9	199
Precinct 7512	219	54	588	286	0	0	13	273
Precinct 7513 - None	79	13	784	101	0	0	9	92
Precinct 7513 - None	162	21	784	193	0	0	10	183
Precinct 7513	241	34	784	294	0	0	19	275
Precinct 7514 - None	68	14	901	87	0	0	5	82
Precinct 7514 - None	182	39	901	235	0	0	14	221
Precinct 7514	250	53	901	322	0	0	19	303
Precinct 7515 - None	82	11	852	97	0	0	4	93
Precinct 7515 - None	191	41	852	242	0	0	10	232
Precinct 7515	273	52	852	339	0	0	14	325
Precinct 7516 - None	88	21	906	111	0	0	2	109
Precinct 7516 - None	268	74	906	359	0	1	16	342
Precinct 7516	356	95	906	470	0	1	18	451
Precinct 7518/7517 - None	273	50	1,754	329	0	0	6	323
Precinct 7518/7517 - None	471	71	1,754	563	0	0	21	542
Precinct 7518/7517	744	121	1,754	892	0	0	27	865
Precinct 7519 - None	98	13	709	116	0	1	4	111
Precinct 7519 - None	172	30	709	204	0	0	2	202
Precinct 7519	270	43	709	320	0	1	6	313
Precinct 7521 - None	106	22	761	136	0	0	8	128
Precinct 7521 - None	222	20	761	248	0	0	6	242
Precinct 7521	328	42	761	384	0	0	14	370
Precinct 7522/7523 - None	256	26	1,464	290	0	0	8	282
Precinct 7522/7523 - None	377	36	1,464	424	0	0	11	413
Precinct 7522/7523	633	62	1,464	714	0	0	19	695
Precinct 7524 - None	87	9	606	97	0	0	1	96
Precinct 7524 - None	142	14	606	165	0	0	9	156
Precinct 7524	229	23	606	262	0	0	10	252
Precinct 7525 - None	86	10	762	97	0	0	1	96
Precinct 7525 - None	158	27	762	191	0	0	6	185
Precinct 7525	244	37	762	288	0	0	7	281
Precinct 7526 - None	101	18	974	125	0	0	6	119
Precinct 7526 - None	259	23	974	297	0	0	15	282
Precinct 7526	360	41	974	422	0	0	21	401
Precinct 7527/7528 - None	104	14	689	123	0	0	5	118
Precinct 7527/7528 - None	185	16	689	212	0	0	11	201
Precinct 7527/7528	289	30	689	335	0	0	16	319
Precinct 7529 - None	153	14	906	172	0	0	5	167
Precinct 7529 - None	248	31	906	295	0	0	16	279
Precinct 7529	401	45	906	467	0	0	21	446
Precinct 7531 - None	102	12	839	116	0	1	1	114
Precinct 7531 - None	245	20	839	275	0	0	10	265
Precinct 7531	347	32	839	391	0	1	11	379
Precinct 7532 - None	95	15	792	114	0	0	4	110
Precinct 7532 - None	185	32	792	222	0	0	5	217
Precinct 7532	280	47	792	336	0	0	9	327
Precinct 7533 - None	173	23	936	202	0	1	5	196
Precinct 7533 - None	227	41	936	275	0	0	7	268
Precinct 7533	400	64	936	477	0	1	12	464
Precinct 7534 - None	136	10	881	153	0	0	7	146
Precinct 7534 - None	195	31	881	237	0	0	11	226
Precinct 7534	331	41	881	390	0	0	18	372
Precinct 7536/7535 - None	288	23	1,594	319	0	0	8	311
Precinct 7536/7535 - None	426	58	1,594	496	0	1	11	484
Precinct 7536/7535	714	81	1,594	815	0	1	19	795
Precinct 7537/7538 - None	266	29	1,472	302	0	0	7	295
Precinct 7537/7538 - None	366	63	1,472	438	0	0	9	429
Precinct 7537/7538	632	92	1,472	740	0	0	16	724
Precinct 7539 - None	213	12	906	233	0	0	8	225
Precinct 7539 - None	249	28	906	279	0	0	2	277
Precinct 7539	462	40	906	512	0	0	10	502
Precinct 7541 - None	125	9	769	136	0	0	2	134
Precinct 7541 - None	206	34	769	248	0	0	8	240
Precinct 7541	331	43	769	384	0	0	10	374
Precinct 7543/7542 - None	216	28	1,718	252	0	0	8	244
Precinct 7543/7542 - None	465	64	1,718	549	0	0	20	529
Precinct 7543/7542	681	92	1,718	801	0	0	28	773
Precinct 7544 - None	134	15	892	152	0	0	3	149
Precinct 7544 - None	244	30	892	283	0	0	9	274
Precinct 7544	378	45	892	435	0	0	12	423
Precinct 7545 - None	118	18	877	139	0	0	3	136
Precinct 7545 - None	231	43	877	277	0	0	3	274
Precinct 7545	349	61	877	416	0	0	6	410
Precinct 7546/7547 - None	304	26	1,900	340	0	0	10	330
Precinct 7546/7547 - None	572	83	1,900	672	0	0	17	655
Precinct 7546/7547	876	109	1,900	1,012	0	0	27	985
Precinct 7548 - None	174	19	1,027	197	0	0	4	193
Precinct 7548 - None	273	40	1,027	322	0	0	9	313
Precinct 7548	447	59	1,027	519	0	0	13	506
Precinct 7549 - None	116	12	799	135	0	0	7	128
Precinct 7549 - None	238	40	799	285	0	0	7	278
Precinct 7549	354	52	799	420	0	0	14	406
Precinct 7552 - None	110	18	685	136	0	0	8	128
Precinct 7552 - None	176	28	685	213	0	1	8	204
Precinct 7552	286	46	685	349	0	1	16	332
Precinct 7553 MB - None	1	0	182	1	0	0	0	1
Precinct 7553 MB - None	68	9	182	81	0	0	4	77
Precinct 7553 MB	69	9	182	82	0	0	4	78
Precinct 7554 - None	109	24	795	135	0	0	2	133
Precinct 7554 - None	254	49	795	313	0	0	10	303
Precinct 7554	363	73	795	448	0	0	12	436
Precinct 7555/7551 - None	294	38	1,584	340	0	0	8	332
Precinct 7555/7551 - None	445	105	1,584	565	0	0	15	550
Precinct 7555/7551	739	143	1,584	905	0	0	23	882
Precinct 7556/7557 - None	108	31	958	147	0	0	8	139
Precinct 7556/7557 - None	324	66	958	400	0	0	10	390
Precinct 7556/7557	432	97	958	547	0	0	18	529
Precinct 7601 - None	64	12	677	81	0	0	5	76
Precinct 7601 - None	123	22	677	150	0	0	5	145
Precinct 7601	187	34	677	231	0	0	10	221
Precinct 7602/7603 - None	145	23	1,659	174	0	0	6	168
Precinct 7602/7603 - None	325	42	1,659	381	0	0	14	367
Precinct 7602/7603	470	65	1,659	555	0	0	20	535
Precinct 7605/7609 - None	103	10	1,508	115	0	0	2	113
Precinct 7605/7609 - None	373	57	1,508	444	0	1	13	430
Precinct 7605/7609	476	67	1,508	559	0	1	15	543
Precinct 7606 - None	66	9	887	75	0	0	0	75
Precinct 7606 - None	145	28	887	179	0	0	6	173
Precinct 7606	211	37	887	254	0	0	6	248
Precinct 7607 - None	70	12	900	86	0	0	4	82
Precinct 7607 - None	186	38	900	236	0	0	12	224
Precinct 7607	256	50	900	322	0	0	16	306
Precinct 7608/7604 - None	87	11	1,300	102	0	0	4	98
Precinct 7608/7604 - None	227	38	1,300	278	0	1	12	265
Precinct 7608/7604	314	49	1,300	380	0	1	16	363
Precinct 7611 - None	55	7	763	65	0	0	3	62
Precinct 7611 - None	158	23	763	189	0	0	8	181
Precinct 7611	213	30	763	254	0	0	11	243
Precinct 7613/7612 - None	119	13	1,421	139	0	0	7	132
Precinct 7613/7612 - None	296	59	1,421	374	0	0	19	355
Precinct 7613/7612	415	72	1,421	513	0	0	26	487
Precinct 7614 - None	71	10	932	83	0	0	2	81
